name,line
Nijika Ijichi," Oh, sorry! You're really both way better than you were. Right, Ryo? C'mon, back me up here! B-Bocchi-chan? Please don't turn into a pipe shut-in!"
Hitori Gotou, S-Sorry for my momentary arrogance over my success in writing lyrics.
Nijika Ijichi," Ah, it's The Sound of Bocchi!"
Hitori Gotou," Those with uncontrollable arrogance deserve a life inside a dark, dank pipe."
Ikuyo Kita," Huh? They think she isn't good? Gotoh-san? At least when I heard her at school before, even I could tell as a novice that she's really good. Was that just dumb luck before?"
Nijika Ijichi," C'mon, come out now! Please just come out!"
Hitori Gotou," If I could remove myself from your memory, I would..."
Nijika Ijichi," So long as the rhythm section's strong, it'll probably work out."
Hitori Gotou, Y-You think?
Nijika Ijichi, Yeah! I don't think they need to see us all playing on Ryo's level.
Hitori Gotou, Th-Then what do they need to see?
Nijika Ijichi, Hmm... enthusiasm? Growth as a band?
Hitori Gotou, Growth?
Ikuyo Kita," Gotoh-san, thank you. For practicing with me."
Hitori Gotou, I-It's nothing...
Ikuyo Kita, But shouldn't we practice in a classroom instead of this dreary place?
Hitori Gotou," Oh, w-well, actually..."
Hitori Gotou," How am I supposed to practice with all those judging eyes asking, What's a cool girl like Kita doing with that loser?!"""
Ikuyo Kita," Oh, I get it! You don't want to bother people by playing in a classroom! You're so considerate, Gotoh-san!"
Hitori Gotou, She always assumes my motivations are pure! What a nice person!
Ikuyo Kita," Hey, Gotoh-san... I've been thinking about it. I think we just need to show that we've grown as a band— in other words, how hard we've been working."
Hitori Gotou, R-Right.
Ikuyo Kita," When the time comes, I want to be able to say I gave it my all, and that I don't have any regrets. So please stick with me until the day of the audition!"
Hitori Gotou, P-Please don't bow! I-I'm the one who's h-happy to be here!
Nijika Ijichi, What's with the hair? What are we doing?
Hitori Gotou," V-Visually showing our growth as a band""... Apparently."
Nijika Ijichi, More of Ryo's mischief?
Ryo Yamada," Drinking, smoking, dalliances with women, and the mop-top hairstyle... It all equals ""band."""
Nijika Ijichi, You're laying it on a little thick! And no smoking or drinking until you're twenty!
Ikuyo Kita," Everyone say, ""mop-top""!"
Ryo Yamada, Nijika.
Nijika Ijichi, Gotten it out of your system?
Ryo Yamada," We've got an opening for uneven bangs that hide one eye and a perpetually annoyed expression."""
Nijika Ijichi," I'll pass, thanks."
Hitori Gotou, U-Um... I c-can't have dalliances with women. I d-don't think any women would want to dally with me...
Ryo Yamada," Don't worry. Stand in front of VillePan in Shimo-Kitazawa, wearing your guitar and looking listless, and someone'll come up to you sooner or later."
Nijika Ijichi, Cut it out! Stop misinforming her with your subjective experience! Let's do it right!
Ryo Yamada, But growth isn't always visible. And the criteria is quite vague.
Nijika Ijichi," No, it's very clear! We just need to convince Sis to take us on! Practice is the only way! Now, get changed! You too, Kita-chan!"
Ikuyo Kita, R-Right!
Hitori Gotou," I think I get what Ryo-san's saying, though. It's hard to know exactly what ""growth"" means. I don't think it's quite the same as effort put in. My life as of late has been a whirlwind. I started working. I've gained the ability to occasionally look others in the eye. But I don't think that's the same thing as growing as a band. I've just evolved past the water flea or euglena stage and now stand at the starting line of basic humanity. I thought finally starting the band I dreamed about would be growth in itself, but... I..."
Ikuyo Kita, Ow!
Ryo Yamada, Your finger's looking better.
Nijika Ijichi," Okay, let's call it a day."
Ikuyo Kita, Already?
Nijika Ijichi, Yeah. Get a good night's rest for the audition tomorrow.
Ryo Yamada, See you.
Ikuyo Kita," Great work, all!"
Nijika Ijichi," Bocchi-chan! Sorry, sorry! Didn't mean to startle you."
Hitori Gotou, I-It's okay.
Nijika Ijichi," Cola, right?"
Hitori Gotou, Wh-Wh-What? Yes?
Nijika Ijichi, Here!
Hitori Gotou, Th-Thank you.
Nijika Ijichi," Sorry if I forced you to go along with this. I mean, you kind of just got roped into joining Kessoku Band from the start, right? I remember you saying... you'd been wanting to be part of a band, but I never actually asked you what kind of band you wanted to be in, or what your reasons were for playing in this band now."
Hitori Gotou," Oh, well..."
Hitori Gotou, Should I tell her I started because I wanted people going crazy for me?
Nijika Ijichi," Everyone's got their own reasons, right? It's not like performing live is the only way to go now. You can always post videos and stuff nowadays if what you want is to get your sound out there."
Hitori Gotou," It's true. I like uploading as guitarhero too, and I have to admit that the online world suits me well..."
Nijika Ijichi," See... I've got this kind of goal. A dream, really. So I can get a little fired up without realizing it. So... I worry I might have dragged you into this against your will."
Hitori Gotou, N-N-Not at all! It's n-n-not against my will at all!
Nijika Ijichi, Really? That's good.
Hitori Gotou," The reason you wanted a band... It's to get famous and perform at the Budokan, right?"
Nijika Ijichi," My real dream is actually a little past that. But I can't tell you just yet! Anyway, see you tomorrow!"
Nijika Ijichi," We're Kessoku Band. We're going to play our song, Guitar, Solitude, and the Blue Planet!"
Hitori Gotou," I spent all night thinking about my reason for playing in this band now. I do still want to become popular and have everyone go crazy for me... But now... it's not just for me. It's the four of us! I never figured out what it means to have ""growth."" But right now, what I want is to stay with this band and have people go crazy for us! I want to make Nijika-chan's actual dream come true."
Nijika Ijichi, Thank you for having us!
Ikuyo Kita, Thank you for having us!
Ryo Yamada, Thank you for having us!
Hitori Gotou, Thank you for having us!
Seika Ijichi," Pretty good. Or so I'd like to say, but... Drums, you're too tense. Guitars, you're both looking down too much. Bass, you're too holed up in your own little world. Still... I think I know what kind of band you are now."
Nijika Ijichi, Thank you... for the feedback.
Seika Ijichi, Huh? What's with that reaction?
Nijika Ijichi, W-Well... I mean...
Seika Ijichi," I'm saying, I learned what kind of band you are! This is the part where you cheer."
san, I think she's saying you passed.
Seika Ijichi, That's what I said! You passed!
Nijika Ijichi," Sis, you're so misleading!"
Hitori Gotou, Y-You mean... we did it?
Ikuyo Kita, We did it! She says we passed!
Hitori Gotou, Yes!
Ikuyo Kita, We really did it?
Hitori Gotou, Yes!
Nijika Ijichi," Ryo, did you catch it?"
Ikuyo Kita," Gotoh-san, we did it!"
Hitori Gotou, Y-Yes!
Nijika Ijichi," It hasn't been long, but Bocchi-chan's playing is so different."
Ikuyo Kita, Gotoh-san!
Hitori Gotou, Yes!
Ikuyo Kita," You were really incredible there, Gotoh-san."
Hitori Gotou," E-Excuse me, Kita-san!"
Ikuyo Kita, Gotoh-san? Gotoh-san?!
Ryo Yamada, Did we just imagine that performance?
Nijika Ijichi, Did we just imagine that performance?
Ikuyo Kita, Need a glass of water?
Hitori Gotou, S-Sorry. Too many new things at once put my stomach acid into overdrive...
Nijika Ijichi," Hey, you're okay! Of course your stomach's freaked out a little!"
Ikuyo Kita, I can't believe we passed!
Ryo Yamada, I knew it from the start. I've even thought up our next song.
Ikuyo Kita, Awesome! That's my senpai!
Nijika Ijichi," Well, easy to say after it's done."
Ikuyo Kita, Let's all take a picture!
Hitori Gotou, C-Can't I clean the floor first?
Seika Ijichi, She really is good. But she's so inexperienced playing with a team that her lack of self-confidence holds her back. She could grow even more.
Hitori Gotou, Huh? Has the manager been making eye contact with me?
Seika Ijichi," To give her confidence, she needs to know someone out there acknowledges her talent."
Hitori Gotou, She's looking at me! Is she mad?! Because I let victory make me arrogant?
Seika Ijichi," Hey, kid. I see you, okay?"
Hitori Gotou, She's watching me!
Ikuyo Kita," Hey, Gotoh-san! Let's take our picture!"
Hitori Gotou, It's over.
san," Manager. Admit it. You liked them from the start. C'mon, you've been keeping a window open in the concert schedule for them. Why tease them like that?"
Seika Ijichi," I wasn't teasing. I just didn't want to put them on until they were ready. But while they're still rough around the edges, I think they've got something. As her sister, I need to be hard on her to make sure her band grows."
san, Is this what they call a sister complex?
Seika Ijichi," One more word about that, and you're fired."
san, Right.
Nijika Ijichi, Okay! Let's work even harder to level up our band in the lead-up to the concert!
Ryo Yamada, Right!
Hitori Gotou, Right!
Ikuyo Kita, Right!
Ryo Yamada," Bocchi, I'm looking forward to the new lyrics."
Hitori Gotou, R-Right!
Ikuyo Kita," Isn't this getting exciting, Gotoh-san?!"
Hitori Gotou, Y-Yes!
Hitori Gotou," Th-That's right! It's not over at all! In fact, Kessoku Band's journey is just getting started!"
Nijika Ijichi," Now, since the ticket quota is twenty at 1,500 yen each, that means we each sell five!"
Hitori Gotou, Five-ticket quota... Five-ticket quota?!
Ikuyo Kita," Five tickets, right? Got it!"
Hitori Gotou, Five-ticket quota?! Father...
Naoki Gotou, My daughter's inscribing her name into rock history...
Hitori Gotou, Mother...
Michiyo Gotou, I'll cook some red rice!
Hitori Gotou, Sister...
Futari Gotou," You're awesome, Sis!"
Hitori Gotou, Dog...
Dog, Woof!
Hitori Gotou," Father, mother, sister, dog! Father, mother, sister, dog! Father, mother, sister, dog! Father, mother, sister, dog! I-I... I h-have one left over!"
Ikuyo Kita," Gotoh-san is so happy, she's crying!"
Nijika Ijichi, We have to put on a great concert together!
Ryo Yamada, Yeah.
Hitori Gotou, I-It's really over this time.
Guitar man," Let's recap the show so far! Hitori Gotoh is a slightly shy, socially anxious, and isolated guitar enthusiast!"
Hitori Gotou," This guitar's my friend! But some day, I might like to join a band!"
Guitar man, And as she was thinking that...
Nijika Ijichi," Hey, come join our band!"
Guitar man," From that humble beginning, she formed a rock band with this group of colorful characters! Since then, her life has been one event after another! And just now, the club manager said, I can't put you on stage unless you pass an audition,"" which inspired a huge panic! And after hours and hours of practice..."
Ryo Yamada, Hooray! Hooray! Hooray! Hooray!
Ikuyo Kita, Hooray! Hooray! Hooray! Hooray!
Hitori Gotou, Hooray! Hooray! Hooray! Hooray!
Nijika Ijichi, Hooray! Hooray! Hooray! Hooray!
Guitar man," They managed to pass their audition! Happiness bloomed! Or so they thought, but Hitori Gotoh still had a towering wall before her! It was... That five-person ticket quota! What was a girl with no contacts outside of her family and band to do?! What will you do? What will you do, Hitori—"
Hitori Gotou, Only ten days to the concert.
Hitori Gotou," Father, mother, sister, dog. One ticket left for... Grandma? B-But I doubt she'd make the three-hour trip just to see me play..."
Michiyo Gotou," Good. You know Jimihen can't come, right?"
Hitori Gotou," Y-You think? I s-sort of had a feeling, but... I wasn't sure..."
Naoki Gotou, Futari can't go to a club like that either. She's only five.
Futari Gotou," Aw, no fun!"
Michiyo Gotou, It's scary in there.
Hitori Gotou," Mother, father. Mother, father. Mother, father. Mother, father. Mother, father. Mother, father. Mother, father. Mother, father... Mother, father... Mother, father... Mother, father... Mother, father..."
Michiyo Gotou, I could invite some of my friends. My friends. My friends. My friends.
Hitori Gotou, Mother?
Futari Gotou, It's not like Sis has friends of her own!
Hitori Gotou," I-I might not talk about them, but I've got lots of friends at school."
Futari Gotou, Lia—
Hitori Gotou," You shouldn't say that, even as a joke. You should grow up to have empathy for others."
Futari Gotou, S-Sorry.
Michiyo Gotou, Sounds like I should talk to my friends.
Naoki Gotou, Me too—
Hitori Gotou," N-N-N— N-No, that's okay! I've got lots of friends at school. S-See?! You just wait for that concert!"
Hitori Gotou," I shouldn't have bragged like that. What do I do? If I don't find buyers for three more tickets... I made these promotional flyers to hand out around my neighborhood, but..."
Guitar man, I read online that stuff with a handmade feel comes across as more charming!
Hitori Gotou, But honestly... How is someone with social anxiety supposed to hand out flyers? I feel so powerless. I'm too scared to even move.
Ikuyo Kita, Looks like lots of my friends are coming! Thank goodness!
Ryo Yamada, I got 'em sold.
Nijika Ijichi," How are you doing, Bocchi-chan? Coming today? I want to try the new song all together!"
Hitori Gotou," Th-They're all taking care of it! Wh-What do I say back? I got that quota covered! and pretend I'm okay? Or do I just admit, I can't handle the quota!? But if I do that..."
Nijika Ijichi, You can't be in the band if you can't handle your quota.
Ryo Yamada," Bye-bye, Bocchi."
Ikuyo Kita, Senpai! I searched through my extensive connections and found us an amazing and totally extroverted guitarist!
Hitori Gotou, Yeah! Rock you!
Ryo Yamada, Yeah! Rock you!
Ikuyo Kita, Yeah! Rock you!
Nijika Ijichi, Yeah! Rock you!
Hitori Gotou, Why couldn't I just accept my mom's help?!
Hitori Gotou," A p-person's collapsed. Wh-What do I do? I've got to say something... Actually, I need an ambulance!"
Hitori Gotou, H-Hello?
Phone, This is the news for 4:30 pm...
Kikuri Hiroi, W-Water... Please...
